0.109818 0.405771 2.22766
0.444635 0.535328 0.154329
0.0751386 0.231031 0.994203
0.70115 0.399513 -0.0999672
0.391957 0.607684 0.155916
1.24 1.0
1.0 1.0
2.69 0.75
3.68 1.10
4.68 1.45
5.67 1.72
6.67 1.95
7.66 2.25
8.65 2.55
1.0 1.0
